data,lp,src,ref,pos,neg,pos.model,neg.model,bestmodel
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on sattunut Saksassa ja juuri tuossa hotelliketjussa, on vielä suurempi häpeä.","Se on tehty Saksassa ja tuohon hotelliin, on vielä suurempi häpeä.",AaltoHnmtMultitask.4873,jhu-pbmt.4968,AaltoHnmtMultitask.4873
newstest2019,en-fi,We were appalled and shocked by the incident.,”Olimme kauhistuneita ja järkyttyneitä tapauksen vuoksi.,Olimme järkyttynyt ja järkyttynyt tapauksesta.,Tapauksessa olimme järkyttyneitä ja järkyttyneitä.,online-G.0,TALP-UPC.4939,online-G.0
newstest2019,en-fi,We were appalled and shocked by the incident.,”Olimme kauhistuneita ja järkyttyneitä tapauksen vuoksi.,Oli kauhistunut ja järkyttynyt tapahtuneesta.,Olimme järkyttyneitä ja järkyttyneitä välikohtauksesta.,jhu-pbmt.4968,jhu-nmt-lattice-rescore.4903,jhu-pbmt.4968
newstest2019,en-fi,We were appalled and shocked by the incident.,”Olimme kauhistuneita ja järkyttyneitä tapauksen vuoksi.,Oli kauhistunut ja järkyttynyt tapahtuneesta.,Tapauksessa olimme järkyttyneitä ja järkyttyneitä.,jhu-pbmt.4968,TALP-UPC.4939,jhu-pbmt.4968
newstest2019,en-fi,We were appalled and shocked by the incident.,”Olimme kauhistuneita ja järkyttyneitä tapauksen vuoksi.,Olimme järkyttyneitä ja järkyttyneitä välikohtauksesta.,Tapauksessa olimme järkyttyneitä ja järkyttyneitä.,jhu-nmt-lattice-rescore.4903,TALP-UPC.4939,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"""The majority of our guests are Arabs and they demanded Israel's code to be deleted,"" the employee was quoted as saying by Lanzmann.","”Suurin osa vieraistamme on arabeja, ja he vaativat Israelin suuntanumeron poistoa”, työntekijän kerrotaan sanoneen Lanzmannin mukaan.","""Useimmat vieraamme ovat arabeja ja he vaativat Israelin koodi poistaa"", työntekijä on lainattu Lanzmann toimesta.","""kutsuvieraiden enemmistö ovat Arabien ja ne vaativat Israelin koodia poistettavaksi, työntekijää siteerattiin sanoa Lanzmannin kanssa.",jhu-pbmt.4968,HY-AH.4797,jhu-pbmt.4968
newstest2019,en-fi,"""The majority of our guests are Arabs and they demanded Israel's code to be deleted,"" the employee was quoted as saying by Lanzmann.","”Suurin osa vieraistamme on arabeja, ja he vaativat Israelin suuntanumeron poistoa”, työntekijän kerrotaan sanoneen Lanzmannin mukaan.","Hartikaisen suurin osa vieraistamme on arabeja, ja he vaativat Israelin korruptiokoodia poistettavaksi, työntekijä ilmoitti lainanneensa Lanzmannin sanomisia.","""kutsuvieraiden enemmistö ovat Arabien ja ne vaativat Israelin koodia poistettavaksi, työntekijää siteerattiin sanoa Lanzmannin kanssa.",AaltoHnmtFlatcat.4798,HY-AH.4797,AaltoHnmtFlatcat.4798
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Syy liikkeen takana laukaisi jopa enemmän ilkityötä elokuvaohjaajan kanssa.,Siirron syy johti elokuvan tekijään vieläkin suuremmaksi.,HY-AH.4797,online-B.0,HY-AH.4797
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Siirtymisen taustalla laukaisee jopa lisää paheksuntaa.,Siirron syy johti elokuvan tekijään vieläkin suuremmaksi.,AaltoHnmtMultitask.4873,online-B.0,AaltoHnmtMultitask.4873
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Syy liikkeen takana laukaisi jopa enemmän ilkityötä elokuvaohjaajan kanssa.,"""enemmistö asiakkaista on arabit ja vaativat Israel laki olla poistaa"", työntekijä olen lainaa yhtä sanonta ohi Lanzmann.",HY-AH.4797,apertium-unconstrained.4769,HY-AH.4797
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Siirtymisen taustalla laukaisee jopa lisää paheksuntaa.,"""enemmistö asiakkaista on arabit ja vaativat Israel laki olla poistaa"", työntekijä olen lainaa yhtä sanonta ohi Lanzmann.",AaltoHnmtMultitask.4873,apertium-unconstrained.4769,AaltoHnmtMultitask.4873
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Syy liikkeen takana laukaisi jopa enemmän ilkityötä elokuvaohjaajan kanssa.,Syy siirtymiseen sai vielä enemmän paheksuntaa ovat elokuvaohjaaja.,HY-AH.4797,jhu-nmt-lattice-rescore.4903,HY-AH.4797
newstest2019,en-fi,The reason behind the move triggered even more outrage by the filmmaker.,Päätöksen takana oleva syy aiheutti elokuvantekijässä vielä enemmän tyrmistystä.,Siirtymisen taustalla laukaisee jopa lisää paheksuntaa.,Syy siirtymiseen sai vielä enemmän paheksuntaa ovat elokuvaohjaaja.,AaltoHnmtMultitask.4873,jhu-nmt-lattice-rescore.4903,AaltoHnmtMultitask.4873
newstest2019,en-fi,"The hotel's clerk said that the measure was ""a deliberate decision by the management of Kempinski-Hotels.""","Hotellin reseptionisti sanoi, että kyseessä oli ”Kempinski-hotellien johdon harkittu päätös”.","Hotellin virkailija kertoi, että toimenpide oli ""tahallinen päätös Kempinski-Hotels -hallinnosta"".",syy takana teko/teko- laukaisee tasainen lisää ilkityö ohi elokuvantekijä.,HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,"The incident triggered quite a response online, with people calling it a scandal.","Välikohtaus tuotti melkoisen vastareaktion verkossa, kun ihmiset kutsuivat sitä skandaaliksi.","Tapaus sai aikaan melkoisen vastauksen verkossa, jossa ihmiset vaativat sitä skandaalia.","Tapaus käynnisti melko verkossa, ihmistä soittamalla skandaali.",AaltoHnmtMultitask.4873,online-A.0,AaltoHnmtMultitask.4873
newstest2019,en-fi,"The incident triggered quite a response online, with people calling it a scandal.","Välikohtaus tuotti melkoisen vastareaktion verkossa, kun ihmiset kutsuivat sitä skandaaliksi.","Välikohtaus sai aikaan vastauksen verkossa, jossa ihmiset kutsuivat sitä skandaaliksi.","Tapaus käynnisti melko verkossa, ihmistä soittamalla skandaali.",AaltoHnmtFlatcat.4798,online-A.0,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"We expect that the hotel draws the right conclusions,"" the official said.","Odotamme, että hotelli tekee oikeat johtopäätökset”, virkamies sanoi.","Me odotamme, että hotelli piirtää oikeat johtopäätökset, virkailija sanoi.","selkkaus laukaisee aika seuraus kytketty, kansan kanssa sanoo se skandaali.",HY-AH.4797,apertium-unconstrained.4769,HY-AH.4797
newstest2019,en-fi,"We expect that the hotel draws the right conclusions,"" the official said.","Odotamme, että hotelli tekee oikeat johtopäätökset”, virkamies sanoi.","Odotamme, että hotelli vetää oikeita johtopäätöksiä "", virkailija sanoi.","selkkaus laukaisee aika seuraus kytketty, kansan kanssa sanoo se skandaali.",jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,"We expect that the hotel draws the right conclusions,"" the official said.","Odotamme, että hotelli tekee oikeat johtopäätökset”, virkamies sanoi.","Odotamme, että hotelli vetää oikeita johtopäätöksiä "", virkailija sanoi.","Me odotamme, että hotelli piirtää oikeat johtopäätökset, virkailija sanoi.",jhu-pbmt.4968,HY-AH.4797,jhu-pbmt.4968
newstest2019,en-fi,"Suomen Lähikauppa has its own Ykkösbonus customer loyalty programme one can join in a Valintatalo, Siwa or Euromarket.","Suomen Lähikaupalla on oma Ykkösbonus-kanta-asiakasohjelma, johon voi liittyä Valintataloissa, Siwoissa ja Euromarketeissa.","Suomen on oma Ykkösbonus asiakasohjelman, johon voi liittyä Valintatalossa, Siwa tai Euromarket.","Suomen Lähikauppa on oma Ykkösbonus - kanta - asiakasohjelma asiakas voi osallistua taValintatalo, Siwa tai euromarkkinoille.",AaltoHnmtMultitask.4873,HY-SMT.4882,AaltoHnmtMultitask.4873
newstest2019,en-fi,Item-specific information is gathered only from K-Group’s own chains.,Tuotekohtaisia ostotietoja kerätään ainoastaan K-ryhmän omista ketjuista.,Item-specific tietoa kootaan vain K-groupin omista ketjuista.,"Puolisot, kuin esimerkiksi Neste Öljy, tekee et antaa pois tieto.",HY-AH.4797,apertium-unconstrained.4769,HY-AH.4797
newstest2019,en-fi,Item-specific information is gathered only from K-Group’s own chains.,Tuotekohtaisia ostotietoja kerätään ainoastaan K-ryhmän omista ketjuista.,Erityisiä tietoja kokoontuu ainoastaan K-ryhmän omista ketjuista.,"Puolisot, kuin esimerkiksi Neste Öljy, tekee et antaa pois tieto.",TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,"Still, also fads fit in to Flow’s set of values: curiosity and the desire to interact with the environment, says Kallio.","Silti myös muoti-ilmiöt sopivat Flow'n arvomaailmaan: uteliaisuuteen ja haluun vuorovaikuttaa ympäristön kanssa, sanoo Kallio.","Siitä huolimatta Flowin arvojen joukkoon sopivat myös muotit: uteliaisuus ja halu vuorovaikutukseen ympäristön kanssa, kertoo Kallio.","Tänävuonna yksi silkasta asteesta artistit on taru punkista, 69 vuodet vanha Iggy",online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,"Here, they lost just one.",Täällä he hävisivät vain yhden.,Täällä he hävisivät vain yhden.,Tässä he menettivät vain yhden.,HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,"It may be some consolation to GB - but probably not - that at least one Briton will have a gold medal around his neck tomorrow: Fiji's head coach is Ben Ryan, the former England boss from Wimbledon.","Isoa-Britanniaa voi ehkä - mutta luultavasti ei - lohduttaa se, että ainakin yhdellä britillä on huomenna kultamitali kaulassaan: Fidin päävalmentaja on Ben Ryan, Englannin entinen pomo Wimbledonista.","Sitä voi jonkin verran lohduttaa GB - mutta todennäköisesti ei - että ainakin yksi britti saa kultamitalin ympäri kaulansa huomenna: Fidžin päävalmentaja on Ben Ryan, Englannin entinen pomo Wimbledonin.","Saattaa olla hieman lohduttaa GB - mutta ehkä - ainakin yhden britin on noin kultamitali kaulassa huomenna: Fiji pään valmentaja on Ben Ryan, entinen Englannin Boss from Wimbledonin.",HY-HNMT.4961,jhu-pbmt.4968,HY-HNMT.4961
newstest2019,en-fi,"Humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.","Humanitaariset ryhmät ovat kertoneet tuomioistuimelle, että kaupat ja ravintolat ovat elintärkeitä sanoen, että valtion tukeman järjestön ja muiden ryhmien tarjoamat ilmaiset ateriat eivät tarjoa tarpeeksi ruokaa leirin lisääntyvälle ihmismäärälle.","Humanitaariset ryhmät olivat kertoneet, että kaupat ja ravintolat ovat olleet erittäin tärkeitä, sanovat, että valtion tukemana toimivan yhdistyksen ja muiden ryhmien tarjoamat vapaat ateriat eivät tarjoaneet tarpeeksi ruokaa niille kasvaville ihmisille.","Humanitaariset ryhmät olivat kertoneet oikeusistuimelle kauppat ja ravintolat olivat tärkeät, sanoivat vapaita aterioita tarjonneet state-backed yhdistys ja muu ryhmät eivät tarjonneet riittävästi ravintoa kasvavia numeroja varten leirin luona.",AaltoHnmtFlatcat.4798,HY-AH.4797,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"Humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.","Humanitaariset ryhmät ovat kertoneet tuomioistuimelle, että kaupat ja ravintolat ovat elintärkeitä sanoen, että valtion tukeman järjestön ja muiden ryhmien tarjoamat ilmaiset ateriat eivät tarjoa tarpeeksi ruokaa leirin lisääntyvälle ihmismäärälle.","Humanitaaristen ryhmien oli kertoi oikeudessa, kaupat ja ravintolat olivat elintärkeitä, sanomalla, ilmainen aterioita tarjoamia valtion tukema yhdistys ja muut ryhmät ei tarjota tarpeeksi ruokaa kasvava määrä leirillä.","Humanitaaristen ryhmien oli kertoi oikeudessa kaupat ja ravintolat olivat elintärkeitä, sanoi ilmaisia aterioita tarjoamien valtion tukema association ja muiden ryhmien ei ole tarpeeksi ruokaa yhä useammat leirillä.",online-G.0,online-A.0,online-G.0
newstest2019,en-fi,"Humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.","Humanitaariset ryhmät ovat kertoneet tuomioistuimelle, että kaupat ja ravintolat ovat elintärkeitä sanoen, että valtion tukeman järjestön ja muiden ryhmien tarjoamat ilmaiset ateriat eivät tarjoa tarpeeksi ruokaa leirin lisääntyvälle ihmismäärälle.","Humanitaaristen ryhmien oli kertoi oikeudessa, kaupat ja ravintolat olivat elintärkeitä, sanomalla, ilmainen aterioita tarjoamia valtion tukema yhdistys ja muut ryhmät ei tarjota tarpeeksi ruokaa kasvava määrä leirillä.","Humanitaariset ryhmät olivat kertoneet tuomioistuimelle, että kaupat ja ravintolat olivat elintärkeitä, koska valtiontuen ja muiden ryhmien tarjoamat ilmaiset ateriat eivät antaneet riittävästi ruokaa leirin kasvaville numeroille.",online-G.0,online-B.0,online-G.0
newstest2019,en-fi,"Humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.","Humanitaariset ryhmät ovat kertoneet tuomioistuimelle, että kaupat ja ravintolat ovat elintärkeitä sanoen, että valtion tukeman järjestön ja muiden ryhmien tarjoamat ilmaiset ateriat eivät tarjoa tarpeeksi ruokaa leirin lisääntyvälle ihmismäärälle.","Humanitaaristen ryhmien oli kertoi oikeudessa, kaupat ja ravintolat olivat elintärkeitä, sanomalla, ilmainen aterioita tarjoamia valtion tukema yhdistys ja muut ryhmät ei tarjota tarpeeksi ruokaa kasvava määrä leirillä.","Humanitaariset ryhmät olivat kertoneet oikeusistuimelle kauppat ja ravintolat olivat tärkeät, sanoivat vapaita aterioita tarjonneet state-backed yhdistys ja muu ryhmät eivät tarjonneet riittävästi ravintoa kasvavia numeroja varten leirin luona.",online-G.0,HY-AH.4797,online-G.0
newstest2019,en-fi,They argued the makeshift shops and restaurants often provided shelter and free meals to those in need.,"He perustelivat, että tilapäiskaupat ja -ravintolat usein tarjoavat suojaa ja ilmaisia aterioita niille, jotka niitä tarvitsevat.","He väittivät, että tilapäisissä kaupoissa ja ravintoloissa tarjotaan usein suojaa ja ilmaisia aterioita.",riitelevät makeshift pajat ja ravintolat usein jos suoja ja ilman ruoat/ruo'at/ruuat kohti sisällä hätä.,jhu-nmt-lattice-rescore.4903,apertium-unconstrained.4769,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,Earlier the Ministry of the Interior refused to surrender the participant list of the Minister of Interior’s events to Ilta-Sanomat.,Sisäministeriö kieltäytyi aiemmin luovuttamasta sisäministerin tilaisuuksien osallistujaluetteloa Ilta-Sanomille.,Aiemmin sisäministeriö kieltäytyi luovuttamasta osallistuja luettelo sisäministeri on tapahtumia Ilta-Sanomissa.,"Pappi tasaa ratkaisu koulutuksien/koulutusten kanssa ohi pääministeri Toimi ja faktan kanssa että tieto olen astuu sisällä Pappi agenda, et sisällä tilinpito merkittävä.",online-G.0,apertium-unconstrained.4769,online-G.0
newstest2019,en-fi,Earlier the Ministry of the Interior refused to surrender the participant list of the Minister of Interior’s events to Ilta-Sanomat.,Sisäministeriö kieltäytyi aiemmin luovuttamasta sisäministerin tilaisuuksien osallistujaluetteloa Ilta-Sanomille.,Aiemmin sisäministeriö ei suostunut luovuttamaan osallistuja luettelo sisäministeri:n tapahtumia ilta-Sanomat.,Aiemmin sisäministeriö kieltäytyi luovuttamasta osallistuja luettelo sisäministeri on tapahtumia Ilta-Sanomissa.,jhu-pbmt.4968,online-G.0,jhu-pbmt.4968
